HOPE single.dic evaluation (current pipeline)
============================================
Total entries: 1331
Primary correction passes: 1331
Primary correction failures: 0
Primary pass rate: 100.00%
Expected target available as primary or suggestion: 1331
Expected target absent from all candidates: 0
Candidate coverage: 100.00%

BEFORE VS CURRENT
Previous primary passes: 651
Current primary passes: 1331
Net primary change: +680

PRIMARY PASSES BY ENGINE
manual_single: 1331

ALL RESULTS
L1: addew -> għaddew | actual: għaddew | PRIMARY | manual_single | choices: għaddew
L1216: tliehgu -> tliehġu | actual: tliehġu | PRIMARY | manual_single | choices: tliehġu
L1217: tmajtom -> tmajthom | actual: tmajthom | PRIMARY | manual_single | choices: tmajthom
L1218: tminn -> tmien | actual: tmien | PRIMARY | manual_single | choices: tmien
L1219: tmisshux -> tmissux | actual: tmissux | PRIMARY | manual_single | choices: tmissux
L1220: tobzax -> tibżax | actual: tibżax | PRIMARY | manual_single | choices: tibżax
L1221: toghgbok -> togħġbok | actual: togħġbok | PRIMARY | manual_single | choices: togħġbok
L1222: tohloq -> toħloq | actual: toħloq | PRIMARY | manual_single | choices: toħloq
L1223: tohrog -> toħroġ | actual: toħroġ | PRIMARY | manual_single | choices: toħroġ
L1224: toqghod -> toqgħod | actual: toqgħod | PRIMARY | manual_single | choices: toqgħod
L1225: toqod -> toqgħod | actual: toqgħod | PRIMARY | manual_single | choices: toqgħod
L1226: towm -> tgħum | actual: tgħum | PRIMARY | manual_single | choices: tgħum
L1227: towmu -> tgħumu | actual: tgħumu | PRIMARY | manual_single | choices: tgħumu
L1228: tqatta -> tqatta' | actual: tqatta' | PRIMARY | manual_single | choices: tqatta'
L1229: tugani -> tuġagħni | actual: tuġagħni | PRIMARY | manual_single | choices: tuġagħni
L1230: turijom -> turihom | actual: turihom | PRIMARY | manual_single | choices: turihom
L1231: tuza -> tuża | actual: tuża | PRIMARY | manual_single | choices: tuża
L1232: twegibni -> tweġibni | actual: tweġibni | PRIMARY | manual_single | choices: tweġibni
L1233: twehhel -> tweħħel | actual: tweħħel | PRIMARY | manual_single | choices: tweħħel
L1234: twiegeb -> twieġeb | actual: twieġeb | PRIMARY | manual_single | choices: twieġeb
L1235: twieghed -> twiegħed | actual: twiegħed | PRIMARY | manual_single | choices: twiegħed
L1236: ufficcji -> uffiċċji | actual: uffiċċji | PRIMARY | manual_single | choices: uffiċċji
L1237: ugieh -> uġigħ | actual: uġigħ | PRIMARY | manual_single | choices: uġigħ
L1238: universita -> università | actual: università | PRIMARY | manual_single | choices: università
L1239: universita' -> università | actual: università | PRIMARY | manual_single | choices: università
L1240: urejthielu -> wrejthielu | actual: wrejthielu | PRIMARY | manual_single | choices: wrejthielu
L1241: urethomlhom -> uriethomlhom | actual: uriethomlhom | PRIMARY | manual_single | choices: uriethomlhom
L1242: urieh -> urih | actual: urih | PRIMARY | manual_single | choices: urih
L1243: urihili -> urihieli | actual: urihieli | PRIMARY | manual_single | choices: urihieli
L1244: urija -> uriha | actual: uriha | PRIMARY | manual_single | choices: uriha
L1245: urijilu -> urihielu | actual: urihielu | PRIMARY | manual_single | choices: urihielu
L1246: urijomla -> urihomlha | actual: urihomlha | PRIMARY | manual_single | choices: urihomlha
L1247: urijuli -> urihuli | actual: urihuli | PRIMARY | manual_single | choices: urihuli
L1248: urithomlhom -> uriethomlhom | actual: uriethomlhom | PRIMARY | manual_single | choices: uriethomlhom
L1249: uriulu -> urihulu | actual: urihulu | PRIMARY | manual_single | choices: urihulu
L1250: uwijwa -> uwiwa | actual: uwiwa | PRIMARY | manual_single | choices: uwiwa
L1251: uwx -> hux | actual: hux | PRIMARY | manual_single | choices: hux
L1252: uċuħ -> wċuħ | actual: wċuħ | PRIMARY | manual_single | choices: wċuħ
L1253: uġigħ -> wġigħ | actual: wġigħ | PRIMARY | manual_single | choices: wġigħ
L1254: verita -> verità | actual: verità | PRIMARY | manual_single | choices: verità
L1255: vicin -> viċin | actual: viċin | PRIMARY | manual_single | choices: viċin
L1256: vjagg -> vjaġġ | actual: vjaġġ | PRIMARY | manual_single | choices: vjaġġ
L1257: wahda -> waħda | actual: waħda | PRIMARY | manual_single | choices: waħda
L1258: wahdi -> waħdi | actual: waħdi | PRIMARY | manual_single | choices: waħdi
L1259: wahdu -> waħdu | actual: waħdu | PRIMARY | manual_single | choices: waħdu
L1260: wahedha -> waħedha | actual: waħedha | PRIMARY | manual_single | choices: waħedha
L1261: wahidna -> waħidna | actual: waħidna | PRIMARY | manual_single | choices: waħidna
L1262: waqa -> waqa' | actual: waqa' | PRIMARY | manual_single | choices: waqa'
L1263: waqaw -> waqgħu | actual: waqgħu | PRIMARY | manual_single | choices: waqgħu
L1264: waqghet -> waqgħet | actual: waqgħet | PRIMARY | manual_single | choices: waqgħet
L1265: wata -> wara | actual: wara | PRIMARY | manual_single | choices: wara
L1266: wegbitni -> weġbitni | actual: weġbitni | PRIMARY | manual_single | choices: weġbitni
L1267: wegbitnix -> weġbitnix | actual: weġbitnix | PRIMARY | manual_single | choices: weġbitnix
L1268: wegga -> weġġa' | actual: weġġa' | PRIMARY | manual_single | choices: weġġa'
L1269: wegibha -> weġibha | actual: weġibha | PRIMARY | manual_single | choices: weġibha
L1270: wegibni -> weġibni | actual: weġibni | PRIMARY | manual_single | choices: weġibni
L1271: wegibnix -> weġibnix | actual: weġibnix | PRIMARY | manual_single | choices: weġibnix
L1272: wegibtha -> weġibtha | actual: weġibtha | PRIMARY | manual_single | choices: weġibtha
L1273: wegibthom -> weġibthom | actual: weġibthom | PRIMARY | manual_single | choices: weġibthom
L1274: wegibtu -> weġibtu | actual: weġibtu | PRIMARY | manual_single | choices: weġibtu
L1275: wegibtx -> weġibtx | actual: weġibtx | PRIMARY | manual_single | choices: weġibtx
L1276: wEHILT -> weħilt | actual: weħilt | PRIMARY | manual_single | choices: weħilt
L1277: wicc -> wiċċ | actual: wiċċ | PRIMARY | manual_single | choices: wiċċ
L1278: wiccek -> wiċċek | actual: wiċċek | PRIMARY | manual_single | choices: wiċċek
L1279: wiccu -> wiċċu | actual: wiċċu | PRIMARY | manual_single | choices: wiċċu
L1280: wicna -> wiċċna | actual: wiċċna | PRIMARY | manual_single | choices: wiċċna
L1281: wiegbu -> wieġbu | actual: wieġbu | PRIMARY | manual_single | choices: wieġbu
L1282: wiegbux -> weġbux | actual: weġbux | PRIMARY | manual_single | choices: weġbux
L1283: wiegeb -> wieġeb | actual: wieġeb | PRIMARY | manual_single | choices: wieġeb
L1284: wiehed -> wieħed | actual: wieħed | PRIMARY | manual_single | choices: wieħed
L1285: wċuħ -> uċuħ | actual: uċuħ | PRIMARY | manual_single | choices: uċuħ
L1286: wġigħ -> uġigħ | actual: uġigħ | PRIMARY | manual_single | choices: uġigħ
L1287: x'taghmel -> x'tagħmel | actual: x'tagħmel | PRIMARY | manual_single | choices: x'tagħmel
L1288: x'ħin -> xħin | actual: xħin | PRIMARY | manual_single | choices: xħin
L1289: xej -> xejn | actual: xejn | PRIMARY | manual_single | choices: xejn
L1290: xem -> x'hemm | actual: x'hemm | PRIMARY | manual_single | choices: x'hemm
L1291: xhiex -> xiex | actual: xiex | PRIMARY | manual_single | choices: xiex
L1292: xih -> xiħ | actual: xiħ | PRIMARY | manual_single | choices: xiħ
L1293: ximkien -> mkien | actual: mkien | PRIMARY | manual_single | choices: mkien
L1294: xoghol -> xogħol | actual: xogħol | PRIMARY | manual_single | choices: xogħol
L1295: xogholi -> xogħli | actual: xogħli | PRIMARY | manual_single | choices: xogħli
L1296: xogholijiet -> xogħlijiet | actual: xogħlijiet | PRIMARY | manual_single | choices: xogħlijiet
L1297: xogħpl -> xogħol | actual: xogħol | PRIMARY | manual_single | choices: xogħol
L1298: xol -> xogħol | actual: xogħol | PRIMARY | manual_single | choices: xogħol
L1299: xolhom -> xogħolhom | actual: xogħolhom | PRIMARY | manual_single | choices: xogħolhom
L1300: xtrajta -> xtrajtha | actual: xtrajtha | PRIMARY | manual_single | choices: xtrajtha
L1301: xtrajtilom -> xtrajtilhom | actual: xtrajtilhom | PRIMARY | manual_single | choices: xtrajtilhom
L1302: xtratieli -> xtrathieli | actual: xtrathieli | PRIMARY | manual_single | choices: xtrathieli
L1303: xħin -> x'ħin | actual: x'ħin | PRIMARY | manual_single | choices: x'ħin
L1304: zaghzagh -> żgħażagħ | actual: żgħażagħ | PRIMARY | manual_single | choices: żgħażagħ
L1305: zajr -> żgħir | actual: żgħir | PRIMARY | manual_single | choices: żgħir
L1306: zamejthom -> żammejthom | actual: żammejthom | PRIMARY | manual_single | choices: żammejthom
L1307: zamm -> żamm | actual: żamm | PRIMARY | manual_single | choices: żamm
L1308: zammejt -> żammejt | actual: żammejt | PRIMARY | manual_single | choices: żammejt
L1309: zammejta -> żammejtha | actual: żammejtha | PRIMARY | manual_single | choices: żammejtha
L1310: zammejtu -> żammejtu | actual: żammejtu | PRIMARY | manual_single | choices: żammejtu
L1311: zaqqek -> żaqqek | actual: żaqqek | PRIMARY | manual_single | choices: żaqqek
L1312: zbaljati -> żbaljati | actual: żbaljati | PRIMARY | manual_single | choices: żbaljati
L1313: zbalji -> żbalji | actual: żbalji | PRIMARY | manual_single | choices: żbalji
L1314: zball -> żball | actual: żball | PRIMARY | manual_single | choices: żball
L1315: zballji -> żbalji | actual: żbalji | PRIMARY | manual_single | choices: żbalji
L1316: zdied -> żdied | actual: żdied | PRIMARY | manual_single | choices: żdied
L1317: zdiedu -> żdiedu | actual: żdiedu | PRIMARY | manual_single | choices: żdiedu
L1318: zejra -> żgħira | actual: żgħira | PRIMARY | manual_single | choices: żgħira
L1319: zewg -> żewġ | actual: żewġ | PRIMARY | manual_single | choices: żewġ
L1320: zewgha -> żewġha | actual: żewġha | PRIMARY | manual_single | choices: żewġha
L1321: zghar -> żgħar | actual: żgħar | PRIMARY | manual_single | choices: żgħar
L1322: zghir -> żgħir | actual: żgħir | PRIMARY | manual_single | choices: żgħir
L1323: zghira -> żgħira | actual: żgħira | PRIMARY | manual_single | choices: żgħira
L1324: zgur -> żgur | actual: żgur | PRIMARY | manual_single | choices: żgur
L1325: ziedulna -> żidulna | actual: żidulna | PRIMARY | manual_single | choices: żidulna
L1326: zmien -> żmien | actual: żmien | PRIMARY | manual_single | choices: żmien
L1327: zommhielna -> żommhielna | actual: żommhielna | PRIMARY | manual_single | choices: żommhielna
L1328: zommhili -> żommhieli | actual: żommhieli | PRIMARY | manual_single | choices: żommhieli
L1329: zommhomli -> żommhomli | actual: żommhomli | PRIMARY | manual_single | choices: żommhomli
L1330: zommhuli -> żommhuli | actual: żommhuli | PRIMARY | manual_single | choices: żommhuli
L1331: zorna -> żorna | actual: żorna | PRIMARY | manual_single | choices: żorna
L1332: żwieg -> żwieġ | actual: żwieġ | PRIMARY | manual_single | choices: żwieġ
